origin-city,origin-state,destination-city,destination-state,hours
Decatur,Alabama,Boston,Massachusetts,49.05
Decatur,Alabama,New York,New York,39.88
Decatur,Alabama,Philadelphia,Pennsylvania,36.72
Decatur,Alabama,Baltimore,Maryland,32.88
Decatur,Alabama,Washington,District of Columbia,30.38
Decatur,Alabama,Pittsburgh,Pennsylvania,29.92
Decatur,Alabama,Chicago,Illinois,29.92
Decatur,Alabama,Charleston,South Carolina,30.82
Decatur,Alabama,Cincinnati,Ohio,16.33
Decatur,Alabama,Saint Louis,Missouri,28.17
Decatur,Alabama,Omaha,Nebraska,44.50
Decatur,Alabama,San Francisco,California,142.00
Mobile,Alabama,Boston,Massachusetts,65.52
Mobile,Alabama,New York,New York,52.42
Mobile,Alabama,Philadelphia,Pennsylvania,50.00
Mobile,Alabama,Baltimore,Maryland,47.33
Mobile,Alabama,Washington,District of Columbia,44.17
Mobile,Alabama,Pittsburgh,Pennsylvania,44.50
Mobile,Alabama,Chicago,Illinois,44.42
Mobile,Alabama,Charleston,South Carolina,38.92
Mobile,Alabama,Cincinnati,Ohio,30.92
Mobile,Alabama,Saint Louis,Missouri,45.25
Mobile,Alabama,Omaha,Nebraska,59.75
Mobile,Alabama,San Francisco,California,156.75
Montgomery,Alabama,Boston,Massachusetts,57.33
Montgomery,Alabama,New York,New York,44.25
Montgomery,Alabama,Philadelphia,Pennsylvania,41.83
Montgomery,Alabama,Baltimore,Maryland,39.17
Montgomery,Alabama,Washington,District of Columbia,36.00
Montgomery,Alabama,Pittsburgh,Pennsylvania,37.08
Montgomery,Alabama,Chicago,Illinois,40.75
Montgomery,Alabama,Charleston,South Carolina,32.00
Montgomery,Alabama,Cincinnati,Ohio,23.50
Montgomery,Alabama,Saint Louis,Missouri,26.83
Montgomery,Alabama,Omaha,Nebraska,52.83
Montgomery,Alabama,San Francisco,California,150.33
Prescott,Arizona,Boston,Massachusetts,156.18
Prescott,Arizona,New York,New York,151.18
Prescott,Arizona,Philadelphia,Pennsylvania,146.55
Prescott,Arizona,Baltimore,Maryland,149.13
Prescott,Arizona,Washington,District of Columbia,148.97
Prescott,Arizona,Pittsburgh,Pennsylvania,137.45
Prescott,Arizona,Chicago,Illinois,126.13
Prescott,Arizona,Charleston,South Carolina,166.45
Prescott,Arizona,Cincinnati,Ohio,125.08
Prescott,Arizona,Saint Louis,Missouri,112.33
Prescott,Arizona,Omaha,Nebraska,109.00
Prescott,Arizona,San Francisco,California,127.87
Tucson,Arizona,Boston,Massachusetts,151.58
Tucson,Arizona,New York,New York,147.50
Tucson,Arizona,Philadelphia,Pennsylvania,144.50
Tucson,Arizona,Baltimore,Maryland,144.42
Tucson,Arizona,Washington,District of Columbia,145.75
Tucson,Arizona,Pittsburgh,Pennsylvania,132.50
Tucson,Arizona,Chicago,Illinois,119.83
Tucson,Arizona,Charleston,South Carolina,190.33
Tucson,Arizona,Cincinnati,Ohio,119.92
Tucson,Arizona,Saint Louis,Missouri,106.78
Tucson,Arizona,Omaha,Nebraska,75.08
Tucson,Arizona,San Francisco,California,43.58
Fort Smith,Arkansas,Boston,Massachusetts,74.25
Fort Smith,Arkansas,New York,New York,64.20
Fort Smith,Arkansas,Philadelphia,Pennsylvania,61.87
Fort Smith,Arkansas,Baltimore,Maryland,57.95
Fort Smith,Arkansas,Washington,District of Columbia,56.75
Fort Smith,Arkansas,Pittsburgh,Pennsylvania,50.77
Fort Smith,Arkansas,Chicago,Illinois,37.80
Fort Smith,Arkansas,Charleston,South Carolina,57.53
Fort Smith,Arkansas,Cincinnati,Ohio,37.57
Fort Smith,Arkansas,Saint Louis,Missouri,26.62
Fort Smith,Arkansas,Omaha,Nebraska,43.67
Fort Smith,Arkansas,San Francisco,California,141.35
Helena,Arkansas,Boston,Massachusetts,62.50
Helena,Arkansas,New York,New York,53.00
Helena,Arkansas,Philadelphia,Pennsylvania,50.17
Helena,Arkansas,Baltimore,Maryland,46.33
Helena,Arkansas,Washington,District of Columbia,44.00
Helena,Arkansas,Pittsburgh,Pennsylvania,39.17
Helena,Arkansas,Chicago,Illinois,50.83
Helena,Arkansas,Charleston,South Carolina,50.83
Helena,Arkansas,Cincinnati,Ohio,27.00
Helena,Arkansas,Saint Louis,Missouri,37.33
Helena,Arkansas,Omaha,Nebraska,53.33
Helena,Arkansas,San Francisco,California,151.33
Hot Springs,Arkansas,Boston,Massachusetts,67.58
Hot Springs,Arkansas,New York,New York,58.28
Hot Springs,Arkansas,Philadelphia,Pennsylvania,55.95
Hot Springs,Arkansas,Baltimore,Maryland,52.03
Hot Springs,Arkansas,Washington,District of Columbia,50.83
Hot Springs,Arkansas,Pittsburgh,Pennsylvania,44.85
Hot Springs,Arkansas,Chicago,Illinois,31.88
Hot Springs,Arkansas,Charleston,South Carolina,50.28
Hot Springs,Arkansas,Cincinnati,Ohio,31.65
Hot Springs,Arkansas,Saint Louis,Missouri,20.70
Hot Springs,Arkansas,Omaha,Nebraska,42.00
Hot Springs,Arkansas,San Francisco,California,135.47
Little Rock,Arkansas,Boston,Massachusetts,63.58
Little Rock,Arkansas,New York,New York,54.28
Little Rock,Arkansas,Philadelphia,Pennsylvania,51.95
Little Rock,Arkansas,Baltimore,Maryland,48.03
Little Rock,Arkansas,Washington,District of Columbia,46.83
Little Rock,Arkansas,Pittsburgh,Pennsylvania,40.85
Little Rock,Arkansas,Chicago,Illinois,27.88
Little Rock,Arkansas,Charleston,South Carolina,46.28
Little Rock,Arkansas,Cincinnati,Ohio,27.65
Little Rock,Arkansas,Saint Louis,Missouri,16.70
Little Rock,Arkansas,Omaha,Nebraska,38.00
Little Rock,Arkansas,San Francisco,California,131.47
Los Angeles,California,Boston,Massachusetts,173.17
Los Angeles,California,New York,New York,169.08
Los Angeles,California,Philadelphia,Pennsylvania,166.08
Los Angeles,California,Baltimore,Maryland,166.00
Los Angeles,California,Washington,District of Columbia,167.33
Los Angeles,California,Pittsburgh,Pennsylvania,154.08
Los Angeles,California,Chicago,Illinois,141.42
Los Angeles,California,Charleston,South Carolina,190.33
Los Angeles,California,Cincinnati,Ohio,141.50
Los Angeles,California,Saint Louis,Missouri,128.37
Los Angeles,California,Omaha,Nebraska,96.67
Los Angeles,California,San Francisco,California,21.33
Sacramento,California,Boston,Massachusetts,157.17
Sacramento,California,New York,New York,146.42
Sacramento,California,Philadelphia,Pennsylvania,142.58
Sacramento,California,Baltimore,Maryland,142.42
Sacramento,California,Washington,District of Columbia,143.95
Sacramento,California,Pittsburgh,Pennsylvania,131.92
Sacramento,California,Chicago,Illinois,114.83
Sacramento,California,Charleston,South Carolina,166.95
Sacramento,California,Cincinnati,Ohio,117.92
Sacramento,California,Saint Louis,Missouri,107.08
Sacramento,California,Omaha,Nebraska,91.50
Sacramento,California,San Francisco,California,4.00
San Francisco,California,Boston,Massachusetts,161.17
San Francisco,California,New York,New York,150.92
San Francisco,California,Philadelphia,Pennsylvania,147.08
San Francisco,California,Baltimore,Maryland,146.92
San Francisco,California,Washington,District of Columbia,148.45
San Francisco,California,Pittsburgh,Pennsylvania,136.42
San Francisco,California,Chicago,Illinois,119.50
San Francisco,California,Charleston,South Carolina,171.45
San Francisco,California,Cincinnati,Ohio,122.92
San Francisco,California,Saint Louis,Missouri,112.08
San Francisco,California,Omaha,Nebraska,96.00
San Diego,California,Boston,Massachusetts,183.33
San Diego,California,New York,New York,179.25
San Diego,California,Philadelphia,Pennsylvania,176.25
San Diego,California,Baltimore,Maryland,176.17
San Diego,California,Washington,District of Columbia,177.50
San Diego,California,Pittsburgh,Pennsylvania,164.25
San Diego,California,Chicago,Illinois,151.58
San Diego,California,Charleston,South Carolina,200.50
San Diego,California,Cincinnati,Ohio,151.67
San Diego,California,Saint Louis,Missouri,138.53
San Diego,California,Omaha,Nebraska,106.83
San Diego,California,San Francisco,California,31.50
Denver,Colorado,Boston,Massachusetts,83.82
Denver,Colorado,New York,New York,81.07
Denver,Colorado,Philadelphia,Pennsylvania,79.92
Denver,Colorado,Baltimore,Maryland,76.00
Denver,Colorado,Washington,District of Columbia,74.13
Denver,Colorado,Pittsburgh,Pennsylvania,67.08
Denver,Colorado,Chicago,Illinois,46.10
Denver,Colorado,Charleston,South Carolina,99.03
Denver,Colorado,Cincinnati,Ohio,55.72
Denver,Colorado,Saint Louis,Missouri,44.17
Denver,Colorado,Omaha,Nebraska,23.00
Denver,Colorado,San Francisco,California,75.67
Pueblo,Colorado,Boston,Massachusetts,83.08
Pueblo,Colorado,New York,New York,77.28
Pueblo,Colorado,Philadelphia,Pennsylvania,75.12
Pueblo,Colorado,Baltimore,Maryland,71.28
Pueblo,Colorado,Washington,District of Columbia,70.00
Pueblo,Colorado,Pittsburgh,Pennsylvania,64.02
Pueblo,Colorado,Chicago,Illinois,48.73
Pueblo,Colorado,Charleston,South Carolina,94.23
Pueblo,Colorado,Cincinnati,Ohio,50.82
Pueblo,Colorado,Saint Louis,Missouri,39.23
Pueblo,Colorado,Omaha,Nebraska,29.58
Pueblo,Colorado,San Francisco,California,82.25
Hartford,Connecticut,Boston,Massachusetts,3.62
Hartford,Connecticut,New York,New York,3.25
Hartford,Connecticut,Philadelphia,Pennsylvania,8.90
Hartford,Connecticut,Baltimore,Maryland,12.73
Hartford,Connecticut,Washington,District of Columbia,14.02
Hartford,Connecticut,Pittsburgh,Pennsylvania,21.42
Hartford,Connecticut,Chicago,Illinois,35.03
Hartford,Connecticut,Charleston,South Carolina,37.65
Hartford,Connecticut,Cincinnati,Ohio,32.73
Hartford,Connecticut,Saint Louis,Missouri,41.73
Hartford,Connecticut,Omaha,Nebraska,64.45
Hartford,Connecticut,San Francisco,California,160.45
New Haven,Connecticut,Boston,Massachusetts,4.57
New Haven,Connecticut,New York,New York,2.08
New Haven,Connecticut,Philadelphia,Pennsylvania,7.58
New Haven,Connecticut,Baltimore,Maryland,11.42
New Haven,Connecticut,Washington,District of Columbia,12.70
New Haven,Connecticut,Pittsburgh,Pennsylvania,20.10
New Haven,Connecticut,Chicago,Illinois,36.92
New Haven,Connecticut,Charleston,South Carolina,36.33
New Haven,Connecticut,Cincinnati,Ohio,31.42
New Haven,Connecticut,Saint Louis,Missouri,40.42
New Haven,Connecticut,Omaha,Nebraska,66.33
New Haven,Connecticut,San Francisco,California,162.33
Willimantic,Connecticut,Boston,Massachusetts,2.75
Willimantic,Connecticut,New York,New York,4.87
Willimantic,Connecticut,Philadelphia,Pennsylvania,11.42
Willimantic,Connecticut,Baltimore,Maryland,17.08
Willimantic,Connecticut,Washington,District of Columbia,18.62
Willimantic,Connecticut,Pittsburgh,Pennsylvania,22.75
Willimantic,Connecticut,Chicago,Illinois,37.75
Willimantic,Connecticut,Charleston,South Carolina,42.25
Willimantic,Connecticut,Cincinnati,Ohio,33.50
Willimantic,Connecticut,Saint Louis,Missouri,45.08
Willimantic,Connecticut,Omaha,Nebraska,67.17
Willimantic,Connecticut,San Francisco,California,163.17
Bismarck,Dakota,Boston,Massachusetts,81.93
Bismarck,Dakota,New York,New York,79.42
Bismarck,Dakota,Philadelphia,Pennsylvania,77.08
Bismarck,Dakota,Baltimore,Maryland,76.17
Bismarck,Dakota,Washington,District of Columbia,75.00
Bismarck,Dakota,Pittsburgh,Pennsylvania,68.50
Bismarck,Dakota,Chicago,Illinois,45.00
Bismarck,Dakota,Charleston,South Carolina,98.98
Bismarck,Dakota,Cincinnati,Ohio,56.58
Bismarck,Dakota,Saint Louis,Missouri,58.17
Bismarck,Dakota,Omaha,Nebraska,48.00
Bismarck,Dakota,San Francisco,California,147.90
Deadwood,Dakota,Boston,Massachusetts,124.22
Deadwood,Dakota,New York,New York,109.67
Deadwood,Dakota,Philadelphia,Pennsylvania,107.33
Deadwood,Dakota,Baltimore,Maryland,114.00
Deadwood,Dakota,Washington,District of Columbia,112.83
Deadwood,Dakota,Pittsburgh,Pennsylvania,96.92
Deadwood,Dakota,Chicago,Illinois,82.00
Deadwood,Dakota,Charleston,South Carolina,144.48
Deadwood,Dakota,Cincinnati,Ohio,99.75
Deadwood,Dakota,Saint Louis,Missouri,99.92
Deadwood,Dakota,Omaha,Nebraska,81.42
Deadwood,Dakota,San Francisco,California,127.10
Yankton,Dakota,Boston,Massachusetts,61.98
Yankton,Dakota,New York,New York,59.38
Yankton,Dakota,Philadelphia,Pennsylvania,57.05
Yankton,Dakota,Baltimore,Maryland,55.22
Yankton,Dakota,Washington,District of Columbia,54.05
Yankton,Dakota,Pittsburgh,Pennsylvania,46.55
Yankton,Dakota,Chicago,Illinois,25.05
Yankton,Dakota,Charleston,South Carolina,78.83
Yankton,Dakota,Cincinnati,Ohio,37.12
Yankton,Dakota,Saint Louis,Missouri,35.82
Yankton,Dakota,Omaha,Nebraska,12.97
Yankton,Dakota,San Francisco,California,127.62
Dover,Delaware,Boston,Massachusetts,20.17
Dover,Delaware,New York,New York,5.58
Dover,Delaware,Philadelphia,Pennsylvania,3.08
Dover,Delaware,Baltimore,Maryland,5.17
Dover,Delaware,Washington,District of Columbia,6.45
Dover,Delaware,Pittsburgh,Pennsylvania,17.08
Dover,Delaware,Chicago,Illinois,38.67
Dover,Delaware,Charleston,South Carolina,38.87
Dover,Delaware,Cincinnati,Ohio,27.83
Dover,Delaware,Saint Louis,Missouri,37.30
Dover,Delaware,Omaha,Nebraska,51.97
Dover,Delaware,San Francisco,California,149.30
Wilmington,Delaware,Boston,Massachusetts,13.97
Wilmington,Delaware,New York,New York,4.08
Wilmington,Delaware,Philadelphia,Pennsylvania,1.08
Wilmington,Delaware,Baltimore,Maryland,1.92
Wilmington,Delaware,Washington,District of Columbia,3.20
Wilmington,Delaware,Pittsburgh,Pennsylvania,15.47
Wilmington,Delaware,Chicago,Illinois,37.05
Wilmington,Delaware,Charleston,South Carolina,23.70
Wilmington,Delaware,Cincinnati,Ohio,26.22
Wilmington,Delaware,Saint Louis,Missouri,35.17
Wilmington,Delaware,Omaha,Nebraska,49.67
Wilmington,Delaware,San Francisco,California,147.17
Washington,District of Columbia,Boston,Massachusetts,18.50
Washington,District of Columbia,New York,New York,6.33
Washington,District of Columbia,Philadelphia,Pennsylvania,4.00
Washington,District of Columbia,Baltimore,Maryland,1.33
Washington,District of Columbia,Pittsburgh,Pennsylvania,10.67
Washington,District of Columbia,Chicago,Illinois,25.67
Washington,District of Columbia,Charleston,South Carolina,20.00
Washington,District of Columbia,Cincinnati,Ohio,18.17
Washington,District of Columbia,Saint Louis,Missouri,30.00
Washington,District of Columbia,Omaha,Nebraska,48.67
Washington,District of Columbia,San Francisco,California,145.25
Cedar Keys,Florida,Boston,Massachusetts,71.35
Cedar Keys,Florida,New York,New York,58.25
Cedar Keys,Florida,Philadelphia,Pennsylvania,55.83
Cedar Keys,Florida,Baltimore,Maryland,53.17
Cedar Keys,Florida,Washington,District of Columbia,50.67
Cedar Keys,Florida,Pittsburgh,Pennsylvania,61.92
Cedar Keys,Florida,Chicago,Illinois,83.83
Cedar Keys,Florida,Charleston,South Carolina,26.08
Cedar Keys,Florida,Cincinnati,Ohio,71.00
Cedar Keys,Florida,Saint Louis,Missouri,83.17
Cedar Keys,Florida,Omaha,Nebraska,99.50
Cedar Keys,Florida,San Francisco,California,197.00
Jacksonville,Florida,Boston,Massachusetts,54.92
Jacksonville,Florida,New York,New York,45.75
Jacksonville,Florida,Philadelphia,Pennsylvania,42.42
Jacksonville,Florida,Baltimore,Maryland,38.58
Jacksonville,Florida,Washington,District of Columbia,36.50
Jacksonville,Florida,Pittsburgh,Pennsylvania,48.25
Jacksonville,Florida,Chicago,Illinois,69.83
Jacksonville,Florida,Charleston,South Carolina,12.17
Jacksonville,Florida,Cincinnati,Ohio,60.00
Jacksonville,Florida,Saint Louis,Missouri,72.17
Jacksonville,Florida,Omaha,Nebraska,88.50
Jacksonville,Florida,San Francisco,California,186.00
Tallahassee,Florida,Boston,Massachusetts,69.42
Tallahassee,Florida,New York,New York,60.25
Tallahassee,Florida,Philadelphia,Pennsylvania,56.92
Tallahassee,Florida,Baltimore,Maryland,53.08
Tallahassee,Florida,Washington,District of Columbia,51.00
Tallahassee,Florida,Pittsburgh,Pennsylvania,64.00
Tallahassee,Florida,Chicago,Illinois,83.00
Tallahassee,Florida,Charleston,South Carolina,26.67
Tallahassee,Florida,Cincinnati,Ohio,71.00
Tallahassee,Florida,Saint Louis,Missouri,83.17
Tallahassee,Florida,Omaha,Nebraska,99.33
Tallahassee,Florida,San Francisco,California,196.83
Atlanta,Georgia,Boston,Massachusetts,50.33
Atlanta,Georgia,New York,New York,37.25
Atlanta,Georgia,Philadelphia,Pennsylvania,34.83
Atlanta,Georgia,Baltimore,Maryland,32.17
Atlanta,Georgia,Washington,District of Columbia,26.00
Atlanta,Georgia,Pittsburgh,Pennsylvania,29.25
Atlanta,Georgia,Chicago,Illinois,30.75
Atlanta,Georgia,Charleston,South Carolina,17.42
Atlanta,Georgia,Cincinnati,Ohio,18.08
Atlanta,Georgia,Saint Louis,Missouri,30.92
Atlanta,Georgia,Omaha,Nebraska,53.00
Atlanta,Georgia,San Francisco,California,150.50
Augusta,Georgia,Boston,Massachusetts,47.08
Augusta,Georgia,New York,New York,33.92
Augusta,Georgia,Philadelphia,Pennsylvania,31.50
Augusta,Georgia,Baltimore,Maryland,28.83
Augusta,Georgia,Washington,District of Columbia,25.67
Augusta,Georgia,Pittsburgh,Pennsylvania,36.92
Augusta,Georgia,Chicago,Illinois,49.58
Augusta,Georgia,Charleston,South Carolina,6.00
Augusta,Georgia,Cincinnati,Ohio,34.00
Augusta,Georgia,Saint Louis,Missouri,48.25
Augusta,Georgia,Omaha,Nebraska,64.58
Augusta,Georgia,San Francisco,California,162.08
Macon,Georgia,Boston,Massachusetts,55.58
Macon,Georgia,New York,New York,46.75
Macon,Georgia,Philadelphia,Pennsylvania,43.42
Macon,Georgia,Baltimore,Maryland,39.58
Macon,Georgia,Washington,District of Columbia,33.33
Macon,Georgia,Pittsburgh,Pennsylvania,47.50
Macon,Georgia,Chicago,Illinois,35.50
Macon,Georgia,Charleston,South Carolina,18.33
Macon,Georgia,Cincinnati,Ohio,23.00
Macon,Georgia,Saint Louis,Missouri,34.17
Macon,Georgia,Omaha,Nebraska,50.50
Macon,Georgia,San Francisco,California,148.00
Savannah,Georgia,Boston,Massachusetts,48.33
Savannah,Georgia,New York,New York,39.17
Savannah,Georgia,Philadelphia,Pennsylvania,36.17
Savannah,Georgia,Baltimore,Maryland,32.00
Savannah,Georgia,Washington,District of Columbia,29.92
Savannah,Georgia,Pittsburgh,Pennsylvania,41.67
Savannah,Georgia,Chicago,Illinois,58.17
Savannah,Georgia,Charleston,South Carolina,5.58
Savannah,Georgia,Cincinnati,Ohio,44.67
Savannah,Georgia,Saint Louis,Missouri,56.83
Savannah,Georgia,Omaha,Nebraska,73.17
Savannah,Georgia,San Francisco,California,170.67
Cairo,Illinois,Boston,Massachusetts,58.97
Cairo,Illinois,New York,New York,41.22
Cairo,Illinois,Philadelphia,Pennsylvania,38.50
Cairo,Illinois,Baltimore,Maryland,31.17
Cairo,Illinois,Washington,District of Columbia,30.08
Cairo,Illinois,Pittsburgh,Pennsylvania,28.25
Cairo,Illinois,Chicago,Illinois,15.00
Cairo,Illinois,Charleston,South Carolina,58.15
Cairo,Illinois,Cincinnati,Ohio,15.08
Cairo,Illinois,Saint Louis,Missouri,6.33
Cairo,Illinois,Omaha,Nebraska,31.42
Cairo,Illinois,San Francisco,California,130.52
Chicago,Illinois,Boston,Massachusetts,38.97
Chicago,Illinois,New York,New York,26.17
Chicago,Illinois,Philadelphia,Pennsylvania,23.83
Chicago,Illinois,Baltimore,Maryland,29.25
Chicago,Illinois,Washington,District of Columbia,28.00
Chicago,Illinois,Pittsburgh,Pennsylvania,14.00
Chicago,Illinois,Charleston,South Carolina,53.23
Chicago,Illinois,Cincinnati,Ohio,10.58
Chicago,Illinois,Saint Louis,Missouri,10.92
Chicago,Illinois,Omaha,Nebraska,21.50
Chicago,Illinois,San Francisco,California,121.40
Rock Island,Illinois,Boston,Massachusetts,47.97
Rock Island,Illinois,New York,New York,33.42
Rock Island,Illinois,Philadelphia,Pennsylvania,31.08
Rock Island,Illinois,Baltimore,Maryland,37.75
Rock Island,Illinois,Washington,District of Columbia,36.58
Rock Island,Illinois,Pittsburgh,Pennsylvania,20.67
Rock Island,Illinois,Chicago,Illinois,6.50
Rock Island,Illinois,Charleston,South Carolina,60.32
Rock Island,Illinois,Cincinnati,Ohio,18.00
Rock Island,Illinois,Saint Louis,Missouri,11.58
Rock Island,Illinois,Omaha,Nebraska,15.42
Rock Island,Illinois,San Francisco,California,116.65
Springfield,Illinois,Boston,Massachusetts,46.88
Springfield,Illinois,New York,New York,35.33
Springfield,Illinois,Philadelphia,Pennsylvania,32.75
Springfield,Illinois,Baltimore,Maryland,33.58
Springfield,Illinois,Washington,District of Columbia,32.42
Springfield,Illinois,Pittsburgh,Pennsylvania,21.42
Springfield,Illinois,Chicago,Illinois,7.17
Springfield,Illinois,Charleston,South Carolina,54.92
Springfield,Illinois,Cincinnati,Ohio,10.42
Springfield,Illinois,Saint Louis,Missouri,3.58
Springfield,Illinois,Omaha,Nebraska,18.42
Springfield,Illinois,San Francisco,California,117.42
Evansville,Indiana,Boston,Massachusetts,44.00
Evansville,Indiana,New York,New York,35.08
Evansville,Indiana,Philadelphia,Pennsylvania,32.58
Evansville,Indiana,Baltimore,Maryland,31.92
Evansville,Indiana,Washington,District of Columbia,33.45
Evansville,Indiana,Pittsburgh,Pennsylvania,21.42
Evansville,Indiana,Chicago,Illinois,21.50
Evansville,Indiana,Charleston,South Carolina,44.60
Evansville,Indiana,Cincinnati,Ohio,7.92
Evansville,Indiana,Saint Louis,Missouri,8.00
Evansville,Indiana,Omaha,Nebraska,24.50
Evansville,Indiana,San Francisco,California,120.67
Fort Wayne,Indiana,Boston,Massachusetts,31.67
Fort Wayne,Indiana,New York,New York,25.58
Fort Wayne,Indiana,Philadelphia,Pennsylvania,23.17
Fort Wayne,Indiana,Baltimore,Maryland,22.42
Fort Wayne,Indiana,Washington,District of Columbia,25.95
Fort Wayne,Indiana,Pittsburgh,Pennsylvania,11.58
Fort Wayne,Indiana,Chicago,Illinois,5.33
Fort Wayne,Indiana,Charleston,South Carolina,46.75
Fort Wayne,Indiana,Cincinnati,Ohio,7.00
Fort Wayne,Indiana,Saint Louis,Missouri,11.08
Fort Wayne,Indiana,Omaha,Nebraska,29.33
Fort Wayne,Indiana,San Francisco,California,123.17
Indianapolis,Indiana,Boston,Massachusetts,34.08
Indianapolis,Indiana,New York,New York,28.00
Indianapolis,Indiana,Philadelphia,Pennsylvania,25.63
Indianapolis,Indiana,Baltimore,Maryland,24.33
Indianapolis,Indiana,Washington,District of Columbia,25.87
Indianapolis,Indiana,Pittsburgh,Pennsylvania,13.83
Indianapolis,Indiana,Chicago,Illinois,6.92
Indianapolis,Indiana,Charleston,South Carolina,47.02
Indianapolis,Indiana,Cincinnati,Ohio,3.52
Indianapolis,Indiana,Saint Louis,Missouri,7.50
Indianapolis,Indiana,Omaha,Nebraska,21.72
Indianapolis,Indiana,San Francisco,California,118.05
Vinita,Indian Territory,Boston,Massachusetts,60.05
Vinita,Indian Territory,New York,New York,55.18
Vinita,Indian Territory,Philadelphia,Pennsylvania,53.02
Vinita,Indian Territory,Baltimore,Maryland,49.10
Vinita,Indian Territory,Washington,District of Columbia,47.23
Vinita,Indian Territory,Pittsburgh,Pennsylvania,42.08
Vinita,Indian Territory,Chicago,Illinois,27.87
Vinita,Indian Territory,Charleston,South Carolina,72.13
Vinita,Indian Territory,Cincinnati,Ohio,28.05
Vinita,Indian Territory,Saint Louis,Missouri,17.13
Vinita,Indian Territory,Omaha,Nebraska,18.10
Vinita,Indian Territory,San Francisco,California,116.45
Burlington,Iowa,Boston,Massachusetts,50.05
Burlington,Iowa,New York,New York,35.33
Burlington,Iowa,Philadelphia,Pennsylvania,33.00
Burlington,Iowa,Baltimore,Maryland,40.58
Burlington,Iowa,Washington,District of Columbia,39.42
Burlington,Iowa,Pittsburgh,Pennsylvania,20.75
Burlington,Iowa,Chicago,Illinois,8.58
Burlington,Iowa,Charleston,South Carolina,62.90
Burlington,Iowa,Cincinnati,Ohio,17.25
Burlington,Iowa,Saint Louis,Missouri,10.25
Burlington,Iowa,Omaha,Nebraska,12.50
Burlington,Iowa,San Francisco,California,113.48
Des Moines,Iowa,Boston,Massachusetts,56.47
Des Moines,Iowa,New York,New York,41.92
Des Moines,Iowa,Philadelphia,Pennsylvania,39.58
Des Moines,Iowa,Baltimore,Maryland,46.33
Des Moines,Iowa,Washington,District of Columbia,45.08
Des Moines,Iowa,Pittsburgh,Pennsylvania,29.33
Des Moines,Iowa,Chicago,Illinois,15.00
Des Moines,Iowa,Charleston,South Carolina,68.73
Des Moines,Iowa,Cincinnati,Ohio,27.17
Des Moines,Iowa,Saint Louis,Missouri,18.58
Des Moines,Iowa,Omaha,Nebraska,6.83
Des Moines,Iowa,San Francisco,California,106.73
Dubuque,Iowa,Boston,Massachusetts,48.25
Dubuque,Iowa,New York,New York,33.75
Dubuque,Iowa,Philadelphia,Pennsylvania,31.42
Dubuque,Iowa,Baltimore,Maryland,40.58
Dubuque,Iowa,Washington,District of Columbia,39.33
Dubuque,Iowa,Pittsburgh,Pennsylvania,31.33
Dubuque,Iowa,Chicago,Illinois,6.92
Dubuque,Iowa,Charleston,South Carolina,60.90
Dubuque,Iowa,Cincinnati,Ohio,20.33
Dubuque,Iowa,Saint Louis,Missouri,16.17
Dubuque,Iowa,Omaha,Nebraska,25.17
Dubuque,Iowa,San Francisco,California,124.90
Sioux City,Iowa,Boston,Massachusetts,60.68
Sioux City,Iowa,New York,New York,57.92
Sioux City,Iowa,Philadelphia,Pennsylvania,55.58
Sioux City,Iowa,Baltimore,Maryland,55.13
Sioux City,Iowa,Washington,District of Columbia,53.97
Sioux City,Iowa,Pittsburgh,Pennsylvania,44.80
Sioux City,Iowa,Chicago,Illinois,23.75
Sioux City,Iowa,Charleston,South Carolina,77.65
Sioux City,Iowa,Cincinnati,Ohio,35.05
Sioux City,Iowa,Saint Louis,Missouri,26.23
Sioux City,Iowa,Omaha,Nebraska,5.70
Sioux City,Iowa,San Francisco,California,105.60
Atchison,Kansas,Boston,Massachusetts,52.60
Atchison,Kansas,New York,New York,47.12
Atchison,Kansas,Philadelphia,Pennsylvania,45.33
Atchison,Kansas,Baltimore,Maryland,45.17
Atchison,Kansas,Washington,District of Columbia,46.45
Atchison,Kansas,Pittsburgh,Pennsylvania,34.92
Atchison,Kansas,Chicago,Illinois,20.75
Atchison,Kansas,Charleston,South Carolina,69.37
Atchison,Kansas,Cincinnati,Ohio,26.12
Atchison,Kansas,Saint Louis,Missouri,14.70
Atchison,Kansas,Omaha,Nebraska,6.63
Atchison,Kansas,San Francisco,California,108.12
Leavenworth,Kansas,Boston,Massachusetts,51.57
Leavenworth,Kansas,New York,New York,47.37
Leavenworth,Kansas,Philadelphia,Pennsylvania,45.58
Leavenworth,Kansas,Baltimore,Maryland,45.42
Leavenworth,Kansas,Washington,District of Columbia,46.78
Leavenworth,Kansas,Pittsburgh,Pennsylvania,35.17
Leavenworth,Kansas,Chicago,Illinois,21.00
Leavenworth,Kansas,Charleston,South Carolina,68.33
Leavenworth,Kansas,Cincinnati,Ohio,25.08
Leavenworth,Kansas,Saint Louis,Missouri,13.67
Leavenworth,Kansas,Omaha,Nebraska,7.67
Leavenworth,Kansas,San Francisco,California,109.15
Topeka,Kansas,Boston,Massachusetts,54.68
Topeka,Kansas,New York,New York,50.12
Topeka,Kansas,Philadelphia,Pennsylvania,48.33
Topeka,Kansas,Baltimore,Maryland,48.17
Topeka,Kansas,Washington,District of Columbia,49.45
Topeka,Kansas,Pittsburgh,Pennsylvania,37.92
