Origin City,Origin State,Destination,Hours
Grafton,West Virginia,San Francisco,135.7833
Huntington,West Virginia,Boston,44.5
Huntington,West Virginia,New York,29.5
Huntington,West Virginia,Philadelphia,27.1667
Huntington,West Virginia,Baltimore,24.5
Huntington,West Virginia,Washington,23.1667
Huntington,West Virginia,Pittsburgh,33.8333
Huntington,West Virginia,Chicago,48.8333
Huntington,West Virginia,Charleston,42.4167
Huntington,West Virginia,Cincinnati,41.3333
Huntington,West Virginia,Saint Louis,53.1667
Huntington,West Virginia,Omaha,71.8333
Huntington,West Virginia,San Francisco,167.4167
Wheeling,West Virginia,Boston,33.4167
Wheeling,West Virginia,New York,21.4167
Wheeling,West Virginia,Philadelphia,17.4167
Wheeling,West Virginia,Baltimore,14.8333
Wheeling,West Virginia,Washington,13.65
Wheeling,West Virginia,Pittsburgh,4.8333
Wheeling,West Virginia,Chicago,18.0
Wheeling,West Virginia,Charleston,33.65
Wheeling,West Virginia,Cincinnati,16.5833
Wheeling,West Virginia,Saint Louis,21.9167
Wheeling,West Virginia,Omaha,39.0
Wheeling,West Virginia,San Francisco,134.5833
Madison,Wisconsin,Boston,47.5833
Madison,Wisconsin,New York,33.0333
Madison,Wisconsin,Philadelphia,30.7
Madison,Wisconsin,Baltimore,37.7
Madison,Wisconsin,Washington,36.5333
Madison,Wisconsin,Pittsburgh,20.3
Madison,Wisconsin,Chicago,5.3667
Madison,Wisconsin,Charleston,64.7667
Madison,Wisconsin,Cincinnati,19.5833
Madison,Wisconsin,Saint Louis,19.75
Madison,Wisconsin,Omaha,32.4167
Madison,Wisconsin,San Francisco,132.3167
Milwaukee,Wisconsin,Boston,44.8833
Milwaukee,Wisconsin,New York,30.3333
Milwaukee,Wisconsin,Philadelphia,28.0
Milwaukee,Wisconsin,Baltimore,34.75
Milwaukee,Wisconsin,Washington,33.5833
Milwaukee,Wisconsin,Pittsburgh,17.5833
Milwaukee,Wisconsin,Chicago,2.6667
Milwaukee,Wisconsin,Charleston,56.9833
Milwaukee,Wisconsin,Cincinnati,15.4167
Milwaukee,Wisconsin,Saint Louis,15.5833
Milwaukee,Wisconsin,Omaha,26.5
Milwaukee,Wisconsin,San Francisco,125.2333
Prairie du Chien,Wisconsin,Boston,53.5333
Prairie du Chien,Wisconsin,New York,42.6667
Prairie du Chien,Wisconsin,Philadelphia,40.3333
Prairie du Chien,Wisconsin,Baltimore,46.9833
Prairie du Chien,Wisconsin,Washington,45.7333
Prairie du Chien,Wisconsin,Pittsburgh,35.1667
Prairie du Chien,Wisconsin,Chicago,12.4167
Prairie du Chien,Wisconsin,Charleston,66.4
Prairie du Chien,Wisconsin,Cincinnati,23.75
Prairie du Chien,Wisconsin,Saint Louis,23.6667
Prairie du Chien,Wisconsin,Omaha,28.0
Prairie du Chien,Wisconsin,San Francisco,128.1
Cheyenne City,Wyoming,Boston,87.5833
Cheyenne City,Wyoming,New York,73.0333
Cheyenne City,Wyoming,Philadelphia,70.7
Cheyenne City,Wyoming,Baltimore,75.8833
Cheyenne City,Wyoming,Washington,74.55
Cheyenne City,Wyoming,Pittsburgh,63.3667
Cheyenne City,Wyoming,Chicago,46.1167
Cheyenne City,Wyoming,Charleston,96.0167
Cheyenne City,Wyoming,Cincinnati,50.2
Cheyenne City,Wyoming,Saint Louis,39.2
Cheyenne City,Wyoming,Omaha,23.8333
Cheyenne City,Wyoming,San Francisco,63.15
