origin-city,origin-state,destination-city,destination-state,hours
Henderson,Kentucky,Chicago,Ill.,20.50
Henderson,Kentucky,Charleston,S.C.,50.25
Henderson,Kentucky,Cincinnati,Ohio,12.83
Henderson,Kentucky,Saint Louis,Mo.,6.25
Henderson,Kentucky,Omaha,Nebr.,25.50
Henderson,Kentucky,San Francisco,Cal.,89.33
Louisville,Kentucky,Boston,Mass.,36.00
Louisville,Kentucky,New York,N.Y.,30.00
Louisville,Kentucky,Philadelphia,Pa.,31.00
Louisville,Kentucky,Baltimore,Md.,28.00
Louisville,Kentucky,Washington,D.C.,28.00
Louisville,Kentucky,Pittsburg,Pa.,14.00
Louisville,Kentucky,Chicago,Ill.,11.67
Louisville,Kentucky,Charleston,S.C.,45.75
Louisville,Kentucky,Cincinnati,Ohio,3.67
Louisville,Kentucky,Saint Louis,Mo.,11.00
Louisville,Kentucky,Omaha,Nebr.,27.25
Louisville,Kentucky,San Francisco,Cal.,80.75
Morgan City,Louisiana,Boston,Mass.,53.00
Morgan City,Louisiana,New York,N.Y.,45.50
Morgan City,Louisiana,Philadelphia,Pa.,43.50
Morgan City,Louisiana,Baltimore,Md.,41.42
Morgan City,Louisiana,Washington,D.C.,40.00
Morgan City,Louisiana,Pittsburg,Pa.,40.00
Morgan City,Louisiana,Chicago,Ill.,41.50
Morgan City,Louisiana,Charleston,S.C.,55.75
Morgan City,Louisiana,Cincinnati,Ohio,30.67
Morgan City,Louisiana,Saint Louis,Mo.,30.00
Morgan City,Louisiana,Omaha,Nebr.,46.00
Morgan City,Louisiana,San Francisco,Cal.,103.75
New Orleans,Louisiana,Boston,Mass.,50.50
New Orleans,Louisiana,New York,N.Y.,42.00
New Orleans,Louisiana,Philadelphia,Pa.,40.00
New Orleans,Louisiana,Baltimore,Md.,38.92
New Orleans,Louisiana,Washington,D.C.,37.83
New Orleans,Louisiana,Pittsburg,Pa.,38.50
New Orleans,Louisiana,Chicago,Ill.,30.00
New Orleans,Louisiana,Charleston,S.C.,52.25
New Orleans,Louisiana,Cincinnati,Ohio,29.17
New Orleans,Louisiana,Saint Louis,Mo.,24.50
New Orleans,Louisiana,Omaha,Nebr.,42.50
New Orleans,Louisiana,San Francisco,Cal.,94.25
Shreveport,Louisiana,Boston,Mass.,64.00
Shreveport,Louisiana,New York,N.Y.,56.83
Shreveport,Louisiana,Philadelphia,Pa.,56.17
Shreveport,Louisiana,Baltimore,Md.,53.77
Shreveport,Louisiana,Washington,D.C.,52.22
Shreveport,Louisiana,Pittsburg,Pa.,44.00
Shreveport,Louisiana,Chicago,Ill.,42.33
Shreveport,Louisiana,Charleston,S.C.,53.75
Shreveport,Louisiana,Cincinnati,Ohio,33.67
Shreveport,Louisiana,Saint Louis,Mo.,31.00
Shreveport,Louisiana,Omaha,Nebr.,53.00
Shreveport,Louisiana,San Francisco,Cal.,99.92
Augusta,Maine,Boston,Mass.,7.00
Augusta,Maine,New York,N.Y.,15.00
Augusta,Maine,Philadelphia,Pa.,18.00
Augusta,Maine,Baltimore,Md.,20.83
Augusta,Maine,Washington,D.C.,21.50
Augusta,Maine,Pittsburg,Pa.,27.50
Augusta,Maine,Chicago,Ill.,37.75
Augusta,Maine,Charleston,S.C.,39.00
Augusta,Maine,Cincinnati,Ohio,33.00
Augusta,Maine,Saint Louis,Mo.,45.75
Augusta,Maine,Omaha,Nebr.,47.00
Augusta,Maine,San Francisco,Cal.,106.47
Eastport,Maine,Boston,Mass.,24.00
Eastport,Maine,New York,N.Y.,34.50
Eastport,Maine,Philadelphia,Pa.,37.50
Eastport,Maine,Baltimore,Md.,40.50
Eastport,Maine,Washington,D.C.,41.50
Eastport,Maine,Pittsburg,Pa.,51.83
Eastport,Maine,Chicago,Ill.,58.75
Eastport,Maine,Charleston,S.C.,59.50
Eastport,Maine,Cincinnati,Ohio,55.83
Eastport,Maine,Saint Louis,Mo.,64.00
Eastport,Maine,Omaha,Nebr.,70.00
Eastport,Maine,San Francisco,Cal.,122.47
Portland,Maine,Boston,Mass.,4.00
Portland,Maine,New York,N.Y.,12.00
Portland,Maine,Philadelphia,Pa.,15.00
Portland,Maine,Baltimore,Md.,18.00
Portland,Maine,Washington,D.C.,19.50
Portland,Maine,Pittsburg,Pa.,25.50
Portland,Maine,Chicago,Ill.,37.75
Portland,Maine,Charleston,S.C.,40.00
Portland,Maine,Cincinnati,Ohio,30.00
Portland,Maine,Saint Louis,Mo.,43.75
Portland,Maine,Omaha,Nebr.,48.00
Portland,Maine,San Francisco,Cal.,107.47
Annapolis,Maryland,Boston,Mass.,13.00
Annapolis,Maryland,New York,N.Y.,7.00
Annapolis,Maryland,Philadelphia,Pa.,4.00
Annapolis,Maryland,Baltimore,Md.,1.00
Annapolis,Maryland,Washington,D.C.,2.00
Annapolis,Maryland,Pittsburg,Pa.,11.00
Annapolis,Maryland,Chicago,Ill.,26.00
Annapolis,Maryland,Charleston,S.C.,20.00
Annapolis,Maryland,Cincinnati,Ohio,24.50
Annapolis,Maryland,Saint Louis,Mo.,39.00
Annapolis,Maryland,Omaha,Nebr.,38.00
Annapolis,Maryland,San Francisco,Cal.,95.75
Baltimore,Maryland,Boston,Mass.,12.00
Baltimore,Maryland,New York,N.Y.,6.00
Baltimore,Maryland,Philadelphia,Pa.,3.00
Baltimore,Maryland,Washington,D.C.,1.00
Baltimore,Maryland,Pittsburg,Pa.,10.00
Baltimore,Maryland,Chicago,Ill.,19.92
Baltimore,Maryland,Charleston,S.C.,19.67
Baltimore,Maryland,Cincinnati,Ohio,23.42
Baltimore,Maryland,Saint Louis,Mo.,38.00
Baltimore,Maryland,Omaha,Nebr.,37.00
Baltimore,Maryland,San Francisco,Cal.,94.75
Cumberland,Maryland,Boston,Mass.,18.00
Cumberland,Maryland,New York,N.Y.,12.00
Cumberland,Maryland,Philadelphia,Pa.,9.00
Cumberland,Maryland,Baltimore,Md.,6.00
Cumberland,Maryland,Washington,D.C.,5.00
Cumberland,Maryland,Pittsburg,Pa.,5.00
Cumberland,Maryland,Chicago,Ill.,20.00
Cumberland,Maryland,Charleston,S.C.,23.25
Cumberland,Maryland,Cincinnati,Ohio,20.00
Cumberland,Maryland,Saint Louis,Mo.,33.00
Cumberland,Maryland,Omaha,Nebr.,30.33
Cumberland,Maryland,San Francisco,Cal.,87.75
Boston,Massachusetts,New York,N.Y.,6.00
Boston,Massachusetts,Philadelphia,Pa.,10.83
Boston,Massachusetts,Baltimore,Md.,13.00
Boston,Massachusetts,Washington,D.C.,14.00
Boston,Massachusetts,Pittsburg,Pa.,22.00
Boston,Massachusetts,Chicago,Ill.,29.00
Boston,Massachusetts,Charleston,S.C.,31.00
Boston,Massachusetts,Cincinnati,Ohio,30.00
Boston,Massachusetts,Saint Louis,Mo.,40.00
Boston,Massachusetts,Omaha,Nebr.,40.00
Boston,Massachusetts,San Francisco,Cal.,99.75
Springfield,Massachusetts,Boston,Mass.,3.00
Springfield,Massachusetts,New York,N.Y.,4.00
Springfield,Massachusetts,Philadelphia,Pa.,7.00
Springfield,Massachusetts,Baltimore,Md.,10.00
Springfield,Massachusetts,Washington,D.C.,11.00
Springfield,Massachusetts,Pittsburg,Pa.,18.00
Springfield,Massachusetts,Chicago,Ill.,30.00
Springfield,Massachusetts,Charleston,S.C.,29.00
Springfield,Massachusetts,Cincinnati,Ohio,29.00
Springfield,Massachusetts,Saint Louis,Mo.,38.00
Springfield,Massachusetts,Omaha,Nebr.,40.00
Springfield,Massachusetts,San Francisco,Cal.,97.75
Bay City,Michigan,Boston,Mass.,32.67
Bay City,Michigan,New York,N.Y.,29.00
Bay City,Michigan,Philadelphia,Pa.,27.00
Bay City,Michigan,Baltimore,Md.,26.00
Bay City,Michigan,Washington,D.C.,27.00
Bay City,Michigan,Pittsburg,Pa.,14.00
Bay City,Michigan,Chicago,Ill.,15.00
Bay City,Michigan,Charleston,S.C.,45.33
Bay City,Michigan,Cincinnati,Ohio,15.00
Bay City,Michigan,Saint Louis,Mo.,25.00
Bay City,Michigan,Omaha,Nebr.,25.00
Bay City,Michigan,San Francisco,Cal.,81.75
Detroit,Michigan,Boston,Mass.,27.33
Detroit,Michigan,New York,N.Y.,21.08
Detroit,Michigan,Philadelphia,Pa.,25.00
Detroit,Michigan,Baltimore,Md.,26.00
Detroit,Michigan,Washington,D.C.,25.00
Detroit,Michigan,Pittsburg,Pa.,12.75
Detroit,Michigan,Chicago,Ill.,9.00
Detroit,Michigan,Charleston,S.C.,42.00
Detroit,Michigan,Cincinnati,Ohio,11.63
Detroit,Michigan,Saint Louis,Mo.,18.75
Detroit,Michigan,Omaha,Nebr.,23.25
Detroit,Michigan,San Francisco,Cal.,80.75
Kalamazoo,Michigan,Boston,Mass.,29.87
Kalamazoo,Michigan,New York,N.Y.,25.00
Kalamazoo,Michigan,Philadelphia,Pa.,28.00
Kalamazoo,Michigan,Baltimore,Md.,32.00
Kalamazoo,Michigan,Washington,D.C.,31.00
Kalamazoo,Michigan,Pittsburg,Pa.,19.00
Kalamazoo,Michigan,Chicago,Ill.,4.50
Kalamazoo,Michigan,Charleston,S.C.,49.75
Kalamazoo,Michigan,Cincinnati,Ohio,17.50
Kalamazoo,Michigan,Saint Louis,Mo.,17.75
Kalamazoo,Michigan,Omaha,Nebr.,18.00
Kalamazoo,Michigan,San Francisco,Cal.,74.75
Lansing,Michigan,Boston,Mass.,30.75
Lansing,Michigan,New York,N.Y.,26.67
Lansing,Michigan,Philadelphia,Pa.,28.67
Lansing,Michigan,Baltimore,Md.,31.00
Lansing,Michigan,Washington,D.C.,32.00
Lansing,Michigan,Pittsburg,Pa.,19.67
Lansing,Michigan,Chicago,Ill.,11.00
Lansing,Michigan,Charleston,S.C.,50.00
Lansing,Michigan,Cincinnati,Ohio,22.00
Lansing,Michigan,Saint Louis,Mo.,21.75
Lansing,Michigan,Omaha,Nebr.,22.00
Lansing,Michigan,San Francisco,Cal.,80.75
Duluth,Minnesota,Boston,Mass.,43.00
Duluth,Minnesota,New York,N.Y.,41.00
Duluth,Minnesota,Philadelphia,Pa.,38.67
Duluth,Minnesota,Baltimore,Md.,38.00
Duluth,Minnesota,Washington,D.C.,39.00
Duluth,Minnesota,Pittsburg,Pa.,28.00
Duluth,Minnesota,Chicago,Ill.,16.00
Duluth,Minnesota,Charleston,S.C.,50.00
Duluth,Minnesota,Cincinnati,Ohio,26.00
Duluth,Minnesota,Saint Louis,Mo.,27.00
Duluth,Minnesota,Omaha,Nebr.,20.00
Duluth,Minnesota,San Francisco,Cal.,83.47
Saint Paul,Minnesota,Boston,Mass.,40.00
Saint Paul,Minnesota,New York,N.Y.,37.00
Saint Paul,Minnesota,Philadelphia,Pa.,34.00
Saint Paul,Minnesota,Baltimore,Md.,33.00
Saint Paul,Minnesota,Washington,D.C.,34.00
Saint Paul,Minnesota,Pittsburg,Pa.,25.00
Saint Paul,Minnesota,Chicago,Ill.,12.83
Saint Paul,Minnesota,Charleston,S.C.,46.00
Saint Paul,Minnesota,Cincinnati,Ohio,21.00
Saint Paul,Minnesota,Saint Louis,Mo.,23.42
Saint Paul,Minnesota,Omaha,Nebr.,14.00
Saint Paul,Minnesota,San Francisco,Cal.,81.47
Winona,Minnesota,Boston,Mass.,35.00
Winona,Minnesota,New York,N.Y.,35.00
Winona,Minnesota,Philadelphia,Pa.,32.00
Winona,Minnesota,Baltimore,Md.,34.00
Winona,Minnesota,Washington,D.C.,35.00
Winona,Minnesota,Pittsburg,Pa.,22.00
Winona,Minnesota,Chicago,Ill.,10.00
Winona,Minnesota,Charleston,S.C.,43.00
Winona,Minnesota,Cincinnati,Ohio,20.00
Winona,Minnesota,Saint Louis,Mo.,20.00
Winona,Minnesota,Omaha,Nebr.,15.00
Winona,Minnesota,San Francisco,Cal.,84.47
Jackson,Mississippi,Boston,Mass.,54.00
Jackson,Mississippi,New York,N.Y.,50.33
Jackson,Mississippi,Philadelphia,Pa.,48.00
Jackson,Mississippi,Baltimore,Md.,48.00
Jackson,Mississippi,Washington,D.C.,46.00
Jackson,Mississippi,Pittsburg,Pa.,42.27
Jackson,Mississippi,Chicago,Ill.,30.00
Jackson,Mississippi,Charleston,S.C.,42.75
Jackson,Mississippi,Cincinnati,Ohio,30.25
Jackson,Mississippi,Saint Louis,Mo.,21.00
Jackson,Mississippi,Omaha,Nebr.,38.00
Jackson,Mississippi,San Francisco,Cal.,95.75
Vicksburg,Mississippi,Boston,Mass.,56.00
Vicksburg,Mississippi,New York,N.Y.,50.00
Vicksburg,Mississippi,Philadelphia,Pa.,48.00
Vicksburg,Mississippi,Baltimore,Md.,46.50
Vicksburg,Mississippi,Washington,D.C.,45.00
Vicksburg,Mississippi,Pittsburg,Pa.,42.00
Vicksburg,Mississippi,Chicago,Ill.,30.00
Vicksburg,Mississippi,Charleston,S.C.,44.75
Vicksburg,Mississippi,Cincinnati,Ohio,30.00
Vicksburg,Mississippi,Omaha,Nebr.,41.00
Vicksburg,Mississippi,San Francisco,Cal.,96.75
Hannibal,Missouri,Boston,Mass.,42.00
Hannibal,Missouri,New York,N.Y.,38.00
Hannibal,Missouri,Philadelphia,Pa.,34.00
Hannibal,Missouri,Baltimore,Md.,37.00
Hannibal,Missouri,Washington,D.C.,37.00
Hannibal,Missouri,Pittsburg,Pa.,24.00
Hannibal,Missouri,Chicago,Ill.,11.00
Hannibal,Missouri,Charleston,S.C.,57.50
Hannibal,Missouri,Cincinnati,Ohio,16.00
Hannibal,Missouri,Saint Louis,Mo.,5.00
Hannibal,Missouri,Omaha,Nebr.,17.00
Hannibal,Missouri,San Francisco,Cal.,79.75
Jefferson City,Missouri,Boston,Mass.,43.00
Jefferson City,Missouri,New York,N.Y.,39.00
Jefferson City,Missouri,Philadelphia,Pa.,38.00
Jefferson City,Missouri,Baltimore,Md.,37.00
Jefferson City,Missouri,Washington,D.C.,39.00
Jefferson City,Missouri,Pittsburg,Pa.,27.92
Jefferson City,Missouri,Chicago,Ill.,17.50
Jefferson City,Missouri,Charleston,S.C.,55.75
Jefferson City,Missouri,Cincinnati,Ohio,16.83
Jefferson City,Missouri,Saint Louis,Mo.,5.00
Jefferson City,Missouri,Omaha,Nebr.,12.00
Jefferson City,Missouri,San Francisco,Cal.,70.75
Kansas City,Missouri,Boston,Mass.,42.00
Kansas City,Missouri,New York,N.Y.,38.25
Kansas City,Missouri,Philadelphia,Pa.,36.00
Kansas City,Missouri,Baltimore,Md.,40.00
Kansas City,Missouri,Washington,D.C.,40.00
Kansas City,Missouri,Pittsburg,Pa.,27.42
Kansas City,Missouri,Chicago,Ill.,16.50
Kansas City,Missouri,Charleston,S.C.,61.00
Kansas City,Missouri,Cincinnati,Ohio,18.00
Kansas City,Missouri,Saint Louis,Mo.,8.92
Kansas City,Missouri,Omaha,Nebr.,7.00
Kansas City,Missouri,San Francisco,Cal.,65.25
Saint Louis,Missouri,Boston,Mass.,35.00
Saint Louis,Missouri,New York,N.Y.,29.00
Saint Louis,Missouri,Philadelphia,Pa.,29.00
Saint Louis,Missouri,Baltimore,Md.,28.00
Saint Louis,Missouri,Washington,D.C.,27.00
Saint Louis,Missouri,Pittsburg,Pa.,17.83
Saint Louis,Missouri,Chicago,Ill.,11.00
Saint Louis,Missouri,Charleston,S.C.,36.17
Saint Louis,Missouri,Cincinnati,Ohio,10.50
Saint Louis,Missouri,Omaha,Nebr.,15.00
Saint Louis,Missouri,San Francisco,Cal.,74.75
Helena,Montana,Boston,Mass.,91.50
Helena,Montana,New York,N.Y.,86.00
Helena,Montana,Philadelphia,Pa.,80.00
Helena,Montana,Baltimore,Md.,86.00
Helena,Montana,Washington,D.C.,85.00
Helena,Montana,Pittsburg,Pa.,75.00
Helena,Montana,Chicago,Ill.,64.33
Helena,Montana,Charleston,S.C.,105.25
Helena,Montana,Cincinnati,Ohio,70.00
Helena,Montana,Saint Louis,Mo.,74.00
Helena,Montana,Omaha,Nebr.,59.00
Helena,Montana,San Francisco,Cal.,54.75
Lincoln,Nebraska,Boston,Mass.,46.50
Lincoln,Nebraska,New York,N.Y.,42.50
Lincoln,Nebraska,Philadelphia,Pa.,43.50
Lincoln,Nebraska,Baltimore,Md.,41.08
Lincoln,Nebraska,Washington,D.C.,42.00
Lincoln,Nebraska,Pittsburg,Pa.,30.83
Lincoln,Nebraska,Chicago,Ill.,15.17
Lincoln,Nebraska,Charleston,S.C.,60.00
Lincoln,Nebraska,Cincinnati,Ohio,27.00
Lincoln,Nebraska,Saint Louis,Mo.,19.00
Lincoln,Nebraska,Omaha,Nebr.,2.00
Lincoln,Nebraska,San Francisco,Cal.,59.75
Omaha,Nebraska,Boston,Mass.,45.00
Omaha,Nebraska,New York,N.Y.,42.92
Omaha,Nebraska,Philadelphia,Pa.,42.42
Omaha,Nebraska,Baltimore,Md.,46.42
Omaha,Nebraska,Washington,D.C.,47.00
Omaha,Nebraska,Pittsburg,Pa.,29.08
Omaha,Nebraska,Chicago,Ill.,15.08
Omaha,Nebraska,Charleston,S.C.,61.58
Omaha,Nebraska,Cincinnati,Ohio,25.42
Omaha,Nebraska,Saint Louis,Mo.,15.00
Omaha,Nebraska,San Francisco,Cal.,55.50
Carson City,Nevada,Boston,Mass.,113.58
Carson City,Nevada,New York,N.Y.,109.25
Carson City,Nevada,Philadelphia,Pa.,109.00
Carson City,Nevada,Baltimore,Md.,108.00
Carson City,Nevada,Washington,D.C.,109.00
Carson City,Nevada,Pittsburg,Pa.,97.92
Carson City,Nevada,Chicago,Ill.,84.42
Carson City,Nevada,Charleston,S.C.,127.75
Carson City,Nevada,Cincinnati,Ohio,95.00
Carson City,Nevada,Saint Louis,Mo.,85.00
Carson City,Nevada,Omaha,Nebr.,70.00
Carson City,Nevada,San Francisco,Cal.,19.75
Elko,Nevada,Boston,Mass.,91.50
Elko,Nevada,New York,N.Y.,88.50
Elko,Nevada,Philadelphia,Pa.,89.42
Elko,Nevada,Baltimore,Md.,90.00
Elko,Nevada,Washington,D.C.,89.00
Elko,Nevada,Pittsburg,Pa.,75.83
Elko,Nevada,Chicago,Ill.,61.83
Elko,Nevada,Charleston,S.C.,107.00
Elko,Nevada,Cincinnati,Ohio,78.00
Elko,Nevada,Saint Louis,Mo.,68.50
Elko,Nevada,Omaha,Nebr.,48.00
Elko,Nevada,San Francisco,Cal.,31.75
Concord,New Hampshire,Boston,Mass.,1.00
Concord,New Hampshire,New York,N.Y.,9.42
Concord,New Hampshire,Philadelphia,Pa.,11.33
Concord,New Hampshire,Baltimore,Md.,14.83
Concord,New Hampshire,Washington,D.C.,15.83
Concord,New Hampshire,Pittsburg,Pa.,24.50
Concord,New Hampshire,Chicago,Ill.,35.75
Concord,New Hampshire,Charleston,S.C.,33.67
Concord,New Hampshire,Cincinnati,Ohio,35.50
Concord,New Hampshire,Saint Louis,Mo.,42.50
Concord,New Hampshire,Omaha,Nebr.,48.65
Concord,New Hampshire,San Francisco,Cal.,105.75
Manchester,New Hampshire,Boston,Mass.,2.00
Manchester,New Hampshire,New York,N.Y.,9.00
Manchester,New Hampshire,Philadelphia,Pa.,12.83
Manchester,New Hampshire,Baltimore,Md.,15.17
Manchester,New Hampshire,Washington,D.C.,16.33
Manchester,New Hampshire,Pittsburg,Pa.,24.00
Manchester,New Hampshire,Chicago,Ill.,32.00
Manchester,New Hampshire,Charleston,S.C.,34.17
Manchester,New Hampshire,Cincinnati,Ohio,35.00
Manchester,New Hampshire,Saint Louis,Mo.,42.00
Manchester,New Hampshire,Omaha,Nebr.,48.00
Manchester,New Hampshire,San Francisco,Cal.,105.75
Cape May,New Jersey,Boston,Mass.,12.08
Cape May,New Jersey,New York,N.Y.,5.00
Cape May,New Jersey,Philadelphia,Pa.,2.50
Cape May,New Jersey,Baltimore,Md.,6.00
Cape May,New Jersey,Washington,D.C.,7.00
Cape May,New Jersey,Pittsburg,Pa.,17.00
Cape May,New Jersey,Chicago,Ill.,26.83
Cape May,New Jersey,Charleston,S.C.,25.17
Cape May,New Jersey,Cincinnati,Ohio,27.08
Cape May,New Jersey,Saint Louis,Mo.,34.33
Cape May,New Jersey,Omaha,Nebr.,44.00
Cape May,New Jersey,San Francisco,Cal.,94.00
Trenton,New Jersey,Boston,Mass.,9.00
Trenton,New Jersey,New York,N.Y.,2.00
Trenton,New Jersey,Philadelphia,Pa.,1.00
Trenton,New Jersey,Baltimore,Md.,4.45
Trenton,New Jersey,Washington,D.C.,6.12
Trenton,New Jersey,Pittsburg,Pa.,12.12
Trenton,New Jersey,Chicago,Ill.,23.87
Trenton,New Jersey,Charleston,S.C.,24.28
Trenton,New Jersey,Cincinnati,Ohio,21.12
Trenton,New Jersey,Saint Louis,Mo.,28.37
Trenton,New Jersey,Omaha,Nebr.,40.62
Trenton,New Jersey,San Francisco,Cal.,91.75
Las Cruces,New Mexico Territory,Boston,Mass.,96.83
Las Cruces,New Mexico Territory,New York,N.Y.,89.00
Las Cruces,New Mexico Territory,Philadelphia,Pa.,87.67
Las Cruces,New Mexico Territory,Baltimore,Md.,87.00
Las Cruces,New Mexico Territory,Washington,D.C.,88.00
Las Cruces,New Mexico Territory,Pittsburg,Pa.,80.83
Las Cruces,New Mexico Territory,Chicago,Ill.,67.75
Las Cruces,New Mexico Territory,Charleston,S.C.,103.75
Las Cruces,New Mexico Territory,Cincinnati,Ohio,69.50
Las Cruces,New Mexico Territory,Saint Louis,Mo.,57.50
Las Cruces,New Mexico Territory,Omaha,Nebr.,54.50
Las Cruces,New Mexico Territory,San Francisco,Cal.,43.75
Santa Fe,New Mexico Territory,Boston,Mass.,89.00
Santa Fe,New Mexico Territory,New York,N.Y.,82.00
Santa Fe,New Mexico Territory,Philadelphia,Pa.,80.58
Santa Fe,New Mexico Territory,Baltimore,Md.,80.92
Santa Fe,New Mexico Territory,Washington,D.C.,81.42
Santa Fe,New Mexico Territory,Pittsburg,Pa.,70.92
Santa Fe,New Mexico Territory,Chicago,Ill.,60.92
Santa Fe,New Mexico Territory,Charleston,S.C.,96.75
Santa Fe,New Mexico Territory,Cincinnati,Ohio,60.92
Santa Fe,New Mexico Territory,Saint Louis,Mo.,50.50
Santa Fe,New Mexico Territory,Omaha,Nebr.,47.50
Santa Fe,New Mexico Territory,San Francisco,Cal.,36.75
Albuquerque,New Mexico Territory,Boston,Mass.,89.83
Albuquerque,New Mexico Territory,New York,N.Y.,82.00
Albuquerque,New Mexico Territory,Philadelphia,Pa.,80.58
Albuquerque,New Mexico Territory,Baltimore,Md.,80.92
Albuquerque,New Mexico Territory,Washington,D.C.,81.42
Albuquerque,New Mexico Territory,Pittsburg,Pa.,70.92
Albuquerque,New Mexico Territory,Chicago,Ill.,60.92
Albuquerque,New Mexico Territory,Charleston,S.C.,96.75
Albuquerque,New Mexico Territory,Cincinnati,Ohio,60.83
Albuquerque,New Mexico Territory,Saint Louis,Mo.,48.50
Albuquerque,New Mexico Territory,Omaha,Nebr.,47.50
Albuquerque,New Mexico Territory,San Francisco,Cal.,36.75
Albany,New York,Boston,Mass.,6.00
Albany,New York,New York,N.Y.,3.58
Albany,New York,Philadelphia,Pa.,9.00
Albany,New York,Baltimore,Md.,13.00
Albany,New York,Washington,D.C.,14.00
Albany,New York,Pittsburg,Pa.,18.25
Albany,New York,Chicago,Ill.,15.28
Albany,New York,Charleston,S.C.,32.00
Albany,New York,Cincinnati,Ohio,24.25
Albany,New York,Saint Louis,Mo.,26.00
Albany,New York,Omaha,Nebr.,37.00
Albany,New York,San Francisco,Cal.,87.47
Buffalo,New York,Boston,Mass.,16.00
Buffalo,New York,New York,N.Y.,9.50
Buffalo,New York,Philadelphia,Pa.,15.50
Buffalo,New York,Baltimore,Md.,18.00
Buffalo,New York,Washington,D.C.,19.00
Buffalo,New York,Pittsburg,Pa.,11.00
Buffalo,New York,Chicago,Ill.,9.67
Buffalo,New York,Charleston,S.C.,38.00
Buffalo,New York,Cincinnati,Ohio,16.00
Buffalo,New York,Saint Louis,Mo.,23.00
Buffalo,New York,Omaha,Nebr.,31.00
Buffalo,New York,San Francisco,Cal.,83.47
New York,New York,Boston,Mass.,6.00
New York,New York,Philadelphia,Pa.,2.00
New York,New York,Baltimore,Md.,5.00
New York,New York,Washington,D.C.,6.00
New York,New York,Pittsburg,Pa.,12.00
New York,New York,Chicago,Ill.,18.00
New York,New York,Charleston,S.C.,25.00
New York,New York,Cincinnati,Ohio,23.00
New York,New York,Saint Louis,Mo.,24.00
New York,New York,Omaha,Nebr.,45.75
New York,New York,San Francisco,Cal.,92.47
Rome,New York,Boston,Mass.,12.50
Rome,New York,New York,N.Y.,9.03
Rome,New York,Philadelphia,Pa.,12.00
Rome,New York,Baltimore,Md.,13.00
Rome,New York,Washington,D.C.,14.00
Rome,New York,Pittsburg,Pa.,16.00
Rome,New York,Chicago,Ill.,13.30
Rome,New York,Charleston,S.C.,32.00
Rome,New York,Cincinnati,Ohio,25.50
Rome,New York,Saint Louis,Mo.,27.25
Rome,New York,Omaha,Nebr.,36.50
Rome,New York,San Francisco,Cal.,88.47
Westpoint,New York,Boston,Mass.,9.83
Westpoint,New York,New York,N.Y.,2.00
Westpoint,New York,Philadelphia,Pa.,5.00
Westpoint,New York,Baltimore,Md.,8.00
Westpoint,New York,Washington,D.C.,9.00
Westpoint,New York,Pittsburg,Pa.,14.00
Westpoint,New York,Chicago,Ill.,20.33
Westpoint,New York,Charleston,S.C.,28.00
Westpoint,New York,Cincinnati,Ohio,27.00
Westpoint,New York,Saint Louis,Mo.,34.92
Westpoint,New York,Omaha,Nebr.,43.75
Westpoint,New York,San Francisco,Cal.,95.47
Charlotte,North Carolina,Boston,Mass.,25.83
Charlotte,North Carolina,New York,N.Y.,16.33
Charlotte,North Carolina,Philadelphia,Pa.,13.00
Charlotte,North Carolina,Baltimore,Md.,11.58
Charlotte,North Carolina,Washington,D.C.,10.33
Charlotte,North Carolina,Pittsburg,Pa.,25.25
Charlotte,North Carolina,Chicago,Ill.,37.00
Charlotte,North Carolina,Charleston,S.C.,8.25
Charlotte,North Carolina,Cincinnati,Ohio,30.42
Charlotte,North Carolina,Saint Louis,Mo.,42.50
Charlotte,North Carolina,Omaha,Nebr.,58.00
Charlotte,North Carolina,San Francisco,Cal.,107.47
Raleigh,North Carolina,Boston,Mass.,25.00
Raleigh,North Carolina,New York,N.Y.,18.83
Raleigh,North Carolina,Philadelphia,Pa.,15.17
Raleigh,North Carolina,Baltimore,Md.,12.67
Raleigh,North Carolina,Washington,D.C.,11.40
Raleigh,North Carolina,Pittsburg,Pa.,26.25
Raleigh,North Carolina,Chicago,Ill.,36.00
Raleigh,North Carolina,Charleston,S.C.,6.00
Raleigh,North Carolina,Cincinnati,Ohio,33.08
Raleigh,North Carolina,Saint Louis,Mo.,45.67
Raleigh,North Carolina,Omaha,Nebr.,53.00
Raleigh,North Carolina,San Francisco,Cal.,107.47
Wilmington,North Carolina,Boston,Mass.,25.00
Wilmington,North Carolina,New York,N.Y.,19.83
Wilmington,North Carolina,Philadelphia,Pa.,17.17
Wilmington,North Carolina,Baltimore,Md.,15.67
Wilmington,North Carolina,Washington,D.C.,14.40
Wilmington,North Carolina,Pittsburg,Pa.,25.25
Wilmington,North Carolina,Chicago,Ill.,38.00
Wilmington,North Carolina,Charleston,S.C.,7.08
Wilmington,North Carolina,Cincinnati,Ohio,31.08
Wilmington,North Carolina,Saint Louis,Mo.,42.67
Wilmington,North Carolina,Omaha,Nebr.,53.00
Wilmington,North Carolina,San Francisco,Cal.,105.47
Bismarck,North Dakota,Boston,Mass.,62.83
Bismarck,North Dakota,New York,N.Y.,60.50
Bismarck,North Dakota,Philadelphia,Pa.,62.67
Bismarck,North Dakota,Baltimore,Md.,61.00
Bismarck,North Dakota,Washington,D.C.,62.00
Bismarck,North Dakota,Pittsburg,Pa.,50.83
